index,event_time,event_id,transaction_amount,transaction_amount_in_rub,client_balance,transaction_amount_currency,event_channel,sub_channel,event_type,sub_type,type_operation,event_description,tree_info,policy_action,main_rule,epk_id,user_id,fio,segment,age,age_category,phone,phone_operator,region_phone_operator,dul_number,dul_type,payer_inn,card_number,transaction_sender_account_number,p2p_sender_account_number,payer_account_number,payer_card_number,mobile_phone_number,payer_transfer_type,payee_transfer_type,transaction_beneficiar_account_number,recipient_bik,payee_bank_name,member_id,sbp_id,operation_id,recipient_info,card_info,trust_info,recipient_inn,atm_merchant_name,merchant_info,pos_info,link_cf,mobile_sdk_info,scoring_oss,type_accept,source_type_accept,resolution_first,resolution_first_dttm,resolution_last,resolution_last_dttm,accept_time_sec,purpose,surface,product,product_type,payment_transaction_flag,has_claim,is_save,marked_as_not_save_reason,posterious_events,previous_events,hits_extra_facts,posterious_events_additional_info,previous_events_additional_info,own_loading_id,own_dt,event_dt
47,2026-02-18 14:06:52,e01c4f28-794a-4ca6-9892-d2e72b724530,22782.32,22782.32,57210.06,RUB,CARDS,ISSUER,PURCHASE,PURCHASE,CARD_PURCHASE,Оплата учебных материалов,,deny,"{""rule_name"":""DENY регулярные платежи образовательной платформе с высоким риском"",""rule_id"":""6f3314de-ea8e-4469-bae5-db479f3af84b"",""rule_category"":""Regular Pattern"",""description"":""Синтетическая сработка по операции: Оплата учебных материалов""}",2099007770421993000001,7770421993,Орлов Павел Максимович,МВС,26,25-30 лет,+7 901 882-31-49,МТС,77,4524672831,21,772845913255,5599004387129934,40817810400077882314,40817810400077882314,40817810400077882314,5599004387129934,+7 (901) 882-31-49,Карта,Мерчант,39030789073081732480,044525593,Альфа-Банк,15392222231680,,82fcc5caf57c4fa79fdecb76,"{""epk_id"":null,""user_id"":null,""fio"":""Иванова Мария Игоревна"",""inn"":null,""payee_phone_number"":""+7 925 331-19-82"",""brand_name"":""ЛитРес Образование"",""legal_name_of_service_provider"":""ООО ЛитРес Образование"",""full_name_org"":""ООО ЛитРес Образование"",""recipient_bank_name"":""Альфа-Банк"",""transaction_beneficiar_nick_name"":""Образование""}","{""card_type"":""DC"",""card_linked_account"":""40817810400077882314"",""momentum_flg"":""false"",""virt_flg"":""false"",""payment_system"":""Sberbank""}","{""trusted_device"":true,""trusted_payee"":false,""device_age_days"":37}",055153431494,ЛитРес Образование,"{""merchant_group"":""education"",""atm_mcc"":""5942"",""atm_mcc_name"":""Book Stores""}","{""pos_type"":""ECOM"",""response_code"":""00""}","{""recipient_from_address_book"":""НЕТ"",""export_user_payee_days_since_first_hit"":""154""}","{""phone_brand"":""Samsung Galaxy S23"",""name_os"":""Android"",""app_version"":""16.13.0""}","{""phone_reciver_ScoreMTS_se_2024"":""0.467142""}",Black List,rule,deny,2026-02-18 14:08:52,allow,2026-02-18 14:13:52,369,Покупка/Оплата услуг,Карты,Карта,Образовательные услуги,True,False,False,Операция подтверждена клиентом,"['PURCHASE|--|OLD|0_1p|+|12_24h|SC|CARDS|main_reason', 'P2P|--|OLD|15_20p|-|24_48h|--|DBO|--']","['p2p_deposit_sbp|--|--|--|48_96h', 'atm_deposit_cash|--|--|--|12_24h']","{""demo_client_trace"":true,""day_n"":""2026-02-18"",""has_180d_history"":true}","{""visit_event_dt"":null,""visit_event_id"":null,""db_visit_dttm"":null}","{""hit_cnt_per_client_72h"":1,""operations_cnt_180d"":100,""days_with_hits_180d"":15}",10542095,20260218,20260218
48,2026-02-18 14:42:34,74ef6603-47fc-49d0-a05f-a87396dac20e,3679.06,3679.06,52488.75,RUB,CARDS,ISSUER,PURCHASE,PURCHASE,CARD_PURCHASE,Оплата учебных материалов,,deny,"{""rule_name"":""DENY нетипичная сумма оплаты курсов"",""rule_id"":""93269c30-e60d-4107-88a6-a67892618cd8"",""rule_category"":""Amount Anomaly"",""description"":""Синтетическая сработка по операции: Оплата учебных материалов""}",2099007770421990000001,7770421990,Соколова Анна Дмитриевна,МВС,31,30-35 лет,+7 916 218-77-64,МТС,77,4522851740,21,772845913252,5599004387129903,40817810400077218776,40817810400077218776,40817810400077218776,5599004387129903,+7 (916) 218-77-64,Карта,Мерчант,89930427234217672932,044525974,Т-Банк,64891141281204,,bf9406005d2945ebbea72a8c,"{""epk_id"":null,""user_id"":null,""fio"":""Иванова Мария Игоревна"",""inn"":null,""payee_phone_number"":""+7 925 331-19-82"",""brand_name"":""ЛитРес Образование"",""legal_name_of_service_provider"":""ООО ЛитРес Образование"",""full_name_org"":""ООО ЛитРес Образование"",""recipient_bank_name"":""Т-Банк"",""transaction_beneficiar_nick_name"":""Образование""}","{""card_type"":""DC"",""card_linked_account"":""40817810400077218776"",""momentum_flg"":""false"",""virt_flg"":""false"",""payment_system"":""Sberbank""}","{""trusted_device"":true,""trusted_payee"":false,""device_age_days"":96}",428472997863,ЛитРес Образование,"{""merchant_group"":""education"",""atm_mcc"":""5942"",""atm_mcc_name"":""Book Stores""}","{""pos_type"":""ECOM"",""response_code"":""00""}","{""recipient_from_address_book"":""НЕТ"",""export_user_payee_days_since_first_hit"":""80""}","{""phone_brand"":""Samsung Galaxy S23"",""name_os"":""Android"",""app_version"":""16.13.0""}","{""phone_reciver_ScoreMTS_se_2024"":""0.843290""}",Black List,rule,deny,2026-02-18 14:44:34,allow,2026-02-18 14:49:34,283,Покупка/Оплата услуг,Карты,Карта,Образовательные услуги,True,False,False,Операция подтверждена клиентом,"['PURCHASE|--|OLD|0_1p|+|12_24h|SC|CARDS|main_reason', 'P2P|--|OLD|15_20p|-|24_48h|--|DBO|--']","['p2p_deposit_sbp|--|--|--|48_96h', 'atm_deposit_cash|--|--|--|12_24h']","{""demo_client_trace"":true,""day_n"":""2026-02-18"",""has_180d_history"":true}","{""visit_event_dt"":null,""visit_event_id"":null,""db_visit_dttm"":null}","{""hit_cnt_per_client_72h"":1,""operations_cnt_180d"":100,""days_with_hits_180d"":8}",60517344,20260218,20260218
49,2026-02-18 17:03:31,0268456d-1e3f-47eb-9e27-97b60d587d63,127004.40,127004.40,259325.64,RUB,MOBILE,UFS.MOBILEAPI,PAYMENT,EDUCATION,EDUCATION_PAYMENT,Оплата образовательной платформы,,deny,"{""rule_name"":""CARD_DENY крупная покупка образовательных услуг после cash-in"",""rule_id"":""3204fa8f-2dcd-45ad-ae4d-aa1bac64456d"",""rule_category"":""Behavior Anomaly"",""description"":""Синтетическая сработка по операции: Оплата образовательной платформы""}",2099007770421987000001,7770421987,Иванова Елена Павловна,МВС,35,35-40 лет,+7 925 104-22-91,МТС,77,4520113377,21,772845913249,5599004387129873,40817810400077104921,40817810400077104921,40817810400077104921,5599004387129873,+7 (925) 104-22-91,Счет,Счет,85735866303529811599,044525225,ПАО Сбербанк,46397054507387,,d4a5258e8b6943dc9524a88e,"{""epk_id"":null,""user_id"":null,""fio"":""Соколова Анна Дмитриевна"",""inn"":null,""payee_phone_number"":""+7 977 541-04-19"",""brand_name"":""Skillbox"",""legal_name_of_service_provider"":""ООО Skillbox"",""full_name_org"":""ООО Skillbox"",""recipient_bank_name"":""ПАО Сбербанк"",""transaction_beneficiar_nick_name"":""Методист""}","{""card_type"":""DC"",""card_linked_account"":""40817810400077104921"",""momentum_flg"":""false"",""virt_flg"":""false"",""payment_system"":""Sberbank""}","{""trusted_device"":true,""trusted_payee"":false,""device_age_days"":161}",,,,,"{""recipient_from_address_book"":""НЕТ"",""export_user_payee_days_since_first_hit"":""176""}","{""phone_brand"":""Samsung Galaxy S23"",""name_os"":""Android"",""app_version"":""16.13.0""}","{""phone_reciver_ScoreMTS_se_2024"":""0.127799""}",Black List,rule,deny,2026-02-18 17:05:31,allow,2026-02-18 17:10:31,195,Покупка/Оплата услуг,ДБО,СБОЛ МП,Образовательные услуги,True,False,False,Операция подтверждена клиентом,"['PURCHASE|--|OLD|0_1p|+|12_24h|SC|CARDS|main_reason', 'P2P|--|OLD|15_20p|-|24_48h|--|DBO|--']","['p2p_deposit_sbp|--|--|--|48_96h', 'atm_deposit_cash|--|--|--|12_24h']","{""demo_client_trace"":true,""day_n"":""2026-02-18"",""has_180d_history"":true}","{""visit_event_dt"":null,""visit_event_id"":null,""db_visit_dttm"":null}","{""hit_cnt_per_client_72h"":1,""operations_cnt_180d"":100,""days_with_hits_180d"":8}",45199534,20260218,20260218
50,2026-02-19 14:42:02,510c3b6b-5444-43c4-b823-12ccb32f1f28,24071.35,24071.35,131303.54,RUB,CARDS,ISSUER,PURCHASE,PURCHASE,CARD_PURCHASE,Оплата занятий с репетитором,,deny,"{""rule_name"":""DENY регулярные платежи образовательной платформе с высоким риском"",""rule_id"":""dcd54f67-0131-4d40-8ec7-5483066487ac"",""rule_category"":""Regular Pattern"",""description"":""Синтетическая сработка по операции: Оплата занятий с репетитором""}",2099007770421994000001,7770421994,Васильева Ольга Романовна,МВС,45,45-50 лет,+7 926 615-72-20,МТС,77,4517399016,21,772845913256,5599004387129941,40817810400077615722,40817810400077615722,40817810400077615722,5599004387129941,+7 (926) 615-72-20,Карта,Мерчант,37606616509926941300,044525974,Т-Банк,36722940746951,,27a49ca1fee64ceaab27a00a,"{""epk_id"":null,""user_id"":null,""fio"":""Петров Денис Алексеевич"",""inn"":null,""payee_phone_number"":""+7 903 742-88-10"",""brand_name"":""Профи Обучение"",""legal_name_of_service_provider"":""ООО Профи Обучение"",""full_name_org"":""ООО Профи Обучение"",""recipient_bank_name"":""Т-Банк"",""transaction_beneficiar_nick_name"":""Репетитор""}","{""card_type"":""DC"",""card_linked_account"":""40817810400077615722"",""momentum_flg"":""false"",""virt_flg"":""false"",""payment_system"":""Sberbank""}","{""trusted_device"":true,""trusted_payee"":false,""device_age_days"":58}",359997951712,Профи Обучение,"{""merchant_group"":""education"",""atm_mcc"":""8299"",""atm_mcc_name"":""Educational Services""}","{""pos_type"":""ECOM"",""response_code"":""00""}","{""recipient_from_address_book"":""НЕТ"",""export_user_payee_days_since_first_hit"":""168""}","{""phone_brand"":""Samsung Galaxy S23"",""name_os"":""Android"",""app_version"":""16.13.0""}","{""phone_reciver_ScoreMTS_se_2024"":""0.713632""}",Black List,rule,deny,2026-02-19 14:44:02,allow,2026-02-19 14:49:02,222,Покупка/Оплата услуг,Карты,Карта,Образовательные услуги,True,False,False,Операция подтверждена клиентом,"['PURCHASE|--|OLD|0_1p|+|12_24h|SC|CARDS|main_reason', 'P2P|--|OLD|15_20p|-|24_48h|--|DBO|--']","['p2p_deposit_sbp|--|--|--|48_96h', 'atm_deposit_cash|--|--|--|12_24h']","{""demo_client_trace"":true,""day_n"":""2026-02-19"",""has_180d_history"":true}","{""visit_event_dt"":null,""visit_event_id"":null,""db_visit_dttm"":null}","{""hit_cnt_per_client_72h"":1,""operations_cnt_180d"":100,""days_with_hits_180d"":15}",43647495,20260219,20260219
51,2026-02-19 17:39:41,24cb9c28-28a3-41f8-aa9e-90520642757d,122014.70,122014.70,188218.25,RUB,MOBILE,UFS.MOBILEAPI,PAYMENT,EDUCATION,EDUCATION_PAYMENT,Оплата онлайн-курсов,,deny,"{""rule_name"":""CARD_DENY крупная покупка образовательных услуг после cash-in"",""rule_id"":""fd30d02e-53b9-4cc4-860e-48b6648e628c"",""rule_category"":""Behavior Anomaly"",""description"":""Синтетическая сработка по операции: Оплата онлайн-курсов""}",2099007770421988000001,7770421988,Смирнов Олег Викторович,МВС,29,25-30 лет,+7 903 512-44-08,МТС,77,4521445091,21,772845913250,5599004387129880,40817810400077512440,40817810400077512440,40817810400077512440,5599004387129880,+7 (903) 512-44-08,Счет,Счет,92798192498225181029,044525187,ВТБ,36182009718226,,2c4cdbde97fa48ffa7c3c0ad,"{""epk_id"":null,""user_id"":null,""fio"":""Иванова Мария Игоревна"",""inn"":null,""payee_phone_number"":""+7 925 331-19-82"",""brand_name"":""Яндекс Практикум"",""legal_name_of_service_provider"":""ООО Яндекс Практикум"",""full_name_org"":""ООО Яндекс Практикум"",""recipient_bank_name"":""ВТБ"",""transaction_beneficiar_nick_name"":""Образование""}","{""card_type"":""DC"",""card_linked_account"":""40817810400077512440"",""momentum_flg"":""false"",""virt_flg"":""false"",""payment_system"":""Sberbank""}","{""trusted_device"":true,""trusted_payee"":false,""device_age_days"":188}",,,,,"{""recipient_from_address_book"":""НЕТ"",""export_user_payee_days_since_first_hit"":""24""}","{""phone_brand"":""Samsung Galaxy S23"",""name_os"":""Android"",""app_version"":""16.13.0""}","{""phone_reciver_ScoreMTS_se_2024"":""0.184950""}",Black List,rule,deny,2026-02-19 17:41:41,allow,2026-02-19 17:46:41,352,Покупка/Оплата услуг,ДБО,СБОЛ МП,Образовательные услуги,True,False,False,Операция подтверждена клиентом,"['PURCHASE|--|OLD|0_1p|+|12_24h|SC|CARDS|main_reason', 'P2P|--|OLD|15_20p|-|24_48h|--|DBO|--']","['p2p_deposit_sbp|--|--|--|48_96h', 'atm_deposit_cash|--|--|--|12_24h']","{""demo_client_trace"":true,""day_n"":""2026-02-19"",""has_180d_history"":true}","{""visit_event_dt"":null,""visit_event_id"":null,""db_visit_dttm"":null}","{""hit_cnt_per_client_72h"":1,""operations_cnt_180d"":100,""days_with_hits_180d"":8}",65391157,20260219,20260219
52,2026-02-20 17:03:27,fc45df81-394b-4451-9010-1b4e04b7591a,25710.38,25710.38,151785.93,RUB,MOBILE,UFS.MOBILEAPI,PAYMENT,EDUCATION,EDUCATION_PAYMENT,Оплата экзамена,,deny,"{""rule_name"":""DENY регулярные платежи образовательной платформе с высоким риском"",""rule_id"":""b6335591-d40a-4933-b3f3-31af73b3360b"",""rule_category"":""Regular Pattern"",""description"":""Синтетическая сработка по операции: Оплата экзамена""}",2099007770421995000001,7770421995,Никитин Сергей Алексеевич,МВС,33,30-35 лет,+7 912 550-14-36,МТС,77,4525880142,21,772845913257,5599004387129958,40817810400077550143,40817810400077550143,40817810400077550143,5599004387129958,+7 (912) 550-14-36,Счет,Счет,82175170609286860186,044525225,ПАО Сбербанк,82226901778732,,45bc57e8e98541e18414d6a5,"{""epk_id"":null,""user_id"":null,""fio"":""Петров Денис Алексеевич"",""inn"":null,""payee_phone_number"":""+7 903 742-88-10"",""brand_name"":""Центр тестирования"",""legal_name_of_service_provider"":""ООО Центр тестирования"",""full_name_org"":""ООО Центр тестирования"",""recipient_bank_name"":""ПАО Сбербанк"",""transaction_beneficiar_nick_name"":""Репетитор""}","{""card_type"":""DC"",""card_linked_account"":""40817810400077550143"",""momentum_flg"":""false"",""virt_flg"":""false"",""payment_system"":""Sberbank""}","{""trusted_device"":true,""trusted_payee"":false,""device_age_days"":77}",,,,,"{""recipient_from_address_book"":""НЕТ"",""export_user_payee_days_since_first_hit"":""81""}","{""phone_brand"":""Samsung Galaxy S23"",""name_os"":""Android"",""app_version"":""16.13.0""}","{""phone_reciver_ScoreMTS_se_2024"":""0.472401""}",Black List,rule,deny,2026-02-20 17:05:27,allow,2026-02-20 17:10:27,237,Покупка/Оплата услуг,ДБО,СБОЛ МП,Образовательные услуги,True,False,False,Операция подтверждена клиентом,"['PURCHASE|--|OLD|0_1p|+|12_24h|SC|CARDS|main_reason', 'P2P|--|OLD|15_20p|-|24_48h|--|DBO|--']","['p2p_deposit_sbp|--|--|--|48_96h', 'atm_deposit_cash|--|--|--|12_24h']","{""demo_client_trace"":true,""day_n"":""2026-02-20"",""has_180d_history"":true}","{""visit_event_dt"":null,""visit_event_id"":null,""db_visit_dttm"":null}","{""hit_cnt_per_client_72h"":1,""operations_cnt_180d"":100,""days_with_hits_180d"":15}",83104761,20260220,20260220
53,2026-02-21 08:00:34,be28534b-ba28-40d1-803a-3a93541f3081,7676.18,7676.18,76199.10,RUB,CARDS,ISSUER,PURCHASE,PURCHASE,CARD_PURCHASE,Оплата учебных материалов,,deny,"{""rule_name"":""DENY нетипичная сумма оплаты курсов"",""rule_id"":""c7416dd7-bbb3-47a4-93fb-a79c69674183"",""rule_category"":""Amount Anomaly"",""description"":""Синтетическая сработка по операции: Оплата учебных материалов""}",2099007770421993000001,7770421993,Орлов Павел Максимович,МВС,26,25-30 лет,+7 901 882-31-49,МТС,77,4524672831,21,772845913255,5599004387129934,40817810400077882314,40817810400077882314,40817810400077882314,5599004387129934,+7 (901) 882-31-49,Карта,Мерчант,00668237180951586854,044525823,Газпромбанк,81717788092067,,cc69ef08b3714b419d853ae5,"{""epk_id"":null,""user_id"":null,""fio"":""Петров Денис Алексеевич"",""inn"":null,""payee_phone_number"":""+7 903 742-88-10"",""brand_name"":""ЛитРес Образование"",""legal_name_of_service_provider"":""ООО ЛитРес Образование"",""full_name_org"":""ООО ЛитРес Образование"",""recipient_bank_name"":""Газпромбанк"",""transaction_beneficiar_nick_name"":""Репетитор""}","{""card_type"":""DC"",""card_linked_account"":""40817810400077882314"",""momentum_flg"":""false"",""virt_flg"":""false"",""payment_system"":""Sberbank""}","{""trusted_device"":true,""trusted_payee"":false,""device_age_days"":65}",190814466585,ЛитРес Образование,"{""merchant_group"":""education"",""atm_mcc"":""5942"",""atm_mcc_name"":""Book Stores""}","{""pos_type"":""ECOM"",""response_code"":""05""}","{""recipient_from_address_book"":""НЕТ"",""export_user_payee_days_since_first_hit"":""135""}","{""phone_brand"":""Samsung Galaxy S23"",""name_os"":""Android"",""app_version"":""16.13.0""}","{""phone_reciver_ScoreMTS_se_2024"":""0.236424""}",Black List,rule,deny,2026-02-21 08:02:34,deny,2026-02-21 08:07:34,198,Покупка/Оплата услуг,Карты,Карта,Образовательные услуги,True,False,True,Сработка требует проверки,"['PURCHASE|--|OLD|0_1p|+|12_24h|SC|CARDS|main_reason', 'P2P|--|OLD|15_20p|-|24_48h|--|DBO|--']","['hit|SB|SP|0_1p|0_1h', 'atm_deposit_cash|--|--|--|12_24h']","{""demo_client_trace"":true,""day_n"":""2026-02-21"",""has_180d_history"":true}","{""visit_event_dt"":null,""visit_event_id"":null,""db_visit_dttm"":null}","{""hit_cnt_per_client_72h"":2,""operations_cnt_180d"":100,""days_with_hits_180d"":15}",32432752,20260221,20260221
54,2026-02-22 08:36:44,6a9e9100-17a7-47b4-82d5-247c4fda12e8,12273.04,12273.04,52945.51,RUB,CARDS,ISSUER,PURCHASE,PURCHASE,CARD_PURCHASE,Оплата занятий с репетитором,,deny,"{""rule_name"":""DENY нетипичная сумма оплаты курсов"",""rule_id"":""11211254-04b6-4f88-ad73-002e188b2238"",""rule_category"":""Amount Anomaly"",""description"":""Синтетическая сработка по операции: Оплата занятий с репетитором""}",2099007770421994000001,7770421994,Васильева Ольга Романовна,МВС,45,45-50 лет,+7 926 615-72-20,МТС,77,4517399016,21,772845913256,5599004387129941,40817810400077615722,40817810400077615722,40817810400077615722,5599004387129941,+7 (926) 615-72-20,Карта,Мерчант,08061240745447095058,044525593,Альфа-Банк,30765556982900,,20480792ab76499bbefb6c27,"{""epk_id"":null,""user_id"":null,""fio"":""Смирнов Павел Максимович"",""inn"":null,""payee_phone_number"":""+7 916 114-22-75"",""brand_name"":""Профи Обучение"",""legal_name_of_service_provider"":""ООО Профи Обучение"",""full_name_org"":""ООО Профи Обучение"",""recipient_bank_name"":""Альфа-Банк"",""transaction_beneficiar_nick_name"":""Куратор""}","{""card_type"":""DC"",""card_linked_account"":""40817810400077615722"",""momentum_flg"":""false"",""virt_flg"":""false"",""payment_system"":""Sberbank""}","{""trusted_device"":true,""trusted_payee"":false,""device_age_days"":108}",609100491508,Профи Обучение,"{""merchant_group"":""education"",""atm_mcc"":""8299"",""atm_mcc_name"":""Educational Services""}","{""pos_type"":""ECOM"",""response_code"":""05""}","{""recipient_from_address_book"":""НЕТ"",""export_user_payee_days_since_first_hit"":""194""}","{""phone_brand"":""Samsung Galaxy S23"",""name_os"":""Android"",""app_version"":""16.13.0""}","{""phone_reciver_ScoreMTS_se_2024"":""0.230726""}",Black List,rule,deny,2026-02-22 08:38:44,deny,2026-02-22 08:43:44,220,Покупка/Оплата услуг,Карты,Карта,Образовательные услуги,True,False,True,Сработка требует проверки,"['PURCHASE|--|OLD|0_1p|+|12_24h|SC|CARDS|main_reason', 'P2P|--|OLD|15_20p|-|24_48h|--|DBO|--']","['hit|SB|SP|0_1p|0_1h', 'atm_deposit_cash|--|--|--|12_24h']","{""demo_client_trace"":true,""day_n"":""2026-02-22"",""has_180d_history"":true}","{""visit_event_dt"":null,""visit_event_id"":null,""db_visit_dttm"":null}","{""hit_cnt_per_client_72h"":2,""operations_cnt_180d"":100,""days_with_hits_180d"":15}",29377887,20260222,20260222
55,2026-02-23 08:12:54,fb8c0301-c940-42fd-af4c-7b2eabb1f66f,135483.95,135483.95,239392.05,RUB,CARDS,ISSUER,PURCHASE,PURCHASE,CARD_PURCHASE,Оплата обучения,,deny,"{""rule_name"":""DENY нетипичная сумма оплаты курсов"",""rule_id"":""e4414f07-c0c5-4067-8eed-5e15049857b0"",""rule_category"":""Amount Anomaly"",""description"":""Синтетическая сработка по операции: Оплата обучения""}",2099007770421995000001,7770421995,Никитин Сергей Алексеевич,МВС,33,30-35 лет,+7 912 550-14-36,МТС,77,4525880142,21,772845913257,5599004387129958,40817810400077550143,40817810400077550143,40817810400077550143,5599004387129958,+7 (912) 550-14-36,Карта,Мерчант,49956341391037604382,044525974,Т-Банк,50422304549515,,78e9641ef5744b3c94e55a59,"{""epk_id"":null,""user_id"":null,""fio"":""Соколова Анна Дмитриевна"",""inn"":null,""payee_phone_number"":""+7 977 541-04-19"",""brand_name"":""Университет Синергия"",""legal_name_of_service_provider"":""ООО Университет Синергия"",""full_name_org"":""ООО Университет Синергия"",""recipient_bank_name"":""Т-Банк"",""transaction_beneficiar_nick_name"":""Методист""}","{""card_type"":""DC"",""card_linked_account"":""40817810400077550143"",""momentum_flg"":""false"",""virt_flg"":""false"",""payment_system"":""Sberbank""}","{""trusted_device"":true,""trusted_payee"":false,""device_age_days"":37}",615744479654,Университет Синергия,"{""merchant_group"":""education"",""atm_mcc"":""8299"",""atm_mcc_name"":""Educational Services""}","{""pos_type"":""ECOM"",""response_code"":""05""}","{""recipient_from_address_book"":""НЕТ"",""export_user_payee_days_since_first_hit"":""58""}","{""phone_brand"":""Samsung Galaxy S23"",""name_os"":""Android"",""app_version"":""16.13.0""}","{""phone_reciver_ScoreMTS_se_2024"":""0.678530""}",Black List,rule,deny,2026-02-23 08:14:54,deny,2026-02-23 08:19:54,216,Покупка/Оплата услуг,Карты,Карта,Образовательные услуги,True,True,True,Сработка требует проверки,"['PURCHASE|--|OLD|0_1p|+|12_24h|SC|CARDS|main_reason', 'P2P|--|OLD|15_20p|-|24_48h|--|DBO|--']","['hit|SB|SP|0_1p|0_1h', 'atm_deposit_cash|--|--|--|12_24h']","{""demo_client_trace"":true,""day_n"":""2026-02-23"",""has_180d_history"":true}","{""visit_event_dt"":null,""visit_event_id"":null,""db_visit_dttm"":null}","{""hit_cnt_per_client_72h"":2,""operations_cnt_180d"":100,""days_with_hits_180d"":15}",02136575,20260223,20260223
56,2026-02-23 14:30:30,4068e8d7-bcdc-4142-83a8-a4114c1e8e98,142840.77,142840.77,286620.34,RUB,CARDS,ISSUER,PURCHASE,PURCHASE,CARD_PURCHASE,Оплата обучения,,deny,"{""rule_name"":""DENY новый образовательный получатель и высокий риск устройства"",""rule_id"":""8484d772-c92b-4f6c-82b0-00e120ae30bd"",""rule_category"":""New Payee"",""description"":""Синтетическая сработка по операции: Оплата обучения""}",2099007770421986000001,7770421986,Кузнецов Андрей Сергеевич,МВС,42,40-45 лет,+7 916 742-18-65,МТС,77,4519884216,21,772845913248,5599004387129866,40817810400077421865,40817810400077421865,40817810400077421865,5599004387129866,+7 (916) 742-18-65,Карта,Мерчант,11235824423184346102,044525823,Газпромбанк,45212060706114,,050e77f53b224aef80ae19f9,"{""epk_id"":null,""user_id"":null,""fio"":""Петров Денис Алексеевич"",""inn"":null,""payee_phone_number"":""+7 903 742-88-10"",""brand_name"":""Университет Синергия"",""legal_name_of_service_provider"":""ООО Университет Синергия"",""full_name_org"":""ООО Университет Синергия"",""recipient_bank_name"":""Газпромбанк"",""transaction_beneficiar_nick_name"":""Репетитор""}","{""card_type"":""DC"",""card_linked_account"":""40817810400077421865"",""momentum_flg"":""false"",""virt_flg"":""false"",""payment_system"":""Sberbank""}","{""trusted_device"":true,""trusted_payee"":false,""device_age_days"":160}",848177360248,Университет Синергия,"{""merchant_group"":""education"",""atm_mcc"":""8299"",""atm_mcc_name"":""Educational Services""}","{""pos_type"":""ECOM"",""response_code"":""00""}","{""recipient_from_address_book"":""НЕТ"",""export_user_payee_days_since_first_hit"":""27""}","{""phone_brand"":""Samsung Galaxy S23"",""name_os"":""Android"",""app_version"":""16.13.0""}","{""phone_reciver_ScoreMTS_se_2024"":""0.920567""}",Black List,rule,deny,2026-02-23 14:32:30,allow,2026-02-23 14:37:30,245,Покупка/Оплата услуг,Карты,Карта,Образовательные услуги,True,False,False,Операция подтверждена клиентом,"['PURCHASE|--|OLD|0_1p|+|12_24h|SC|CARDS|main_reason', 'P2P|--|OLD|15_20p|-|24_48h|--|DBO|--']","['p2p_deposit_sbp|--|--|--|48_96h', 'atm_deposit_cash|--|--|--|12_24h']","{""demo_client_trace"":true,""day_n"":""2026-02-23"",""has_180d_history"":true}","{""visit_event_dt"":null,""visit_event_id"":null,""db_visit_dttm"":null}","{""hit_cnt_per_client_72h"":1,""operations_cnt_180d"":100,""days_with_hits_180d"":8}",66130358,20260223,20260223
57,2026-02-23 14:54:48,2284ee73-e177-44b9-a184-cc39f40f82b1,105121.16,105121.16,158384.01,RUB,CARDS,ISSUER,PURCHASE,PURCHASE,CARD_PURCHASE,Оплата обучения,,deny,"{""rule_name"":""DENY оплата обучения после смены устройства"",""rule_id"":""414a7ac8-a789-49d7-b602-5cb610463f84"",""rule_category"":""Device Anomaly"",""description"":""Синтетическая сработка по операции: Оплата обучения""}",2099007770421989000001,7770421989,Петрова Марина Олеговна,МВС,48,45-50 лет,+7 977 771-09-13,МТС,77,4517763205,21,772845913251,5599004387129897,40817810400077771091,40817810400077771091,40817810400077771091,5599004387129897,+7 (977) 771-09-13,Карта,Мерчант,98141171448100992383,044525187,ВТБ,70379365918779,,c303abe44b8146cb95044e48,"{""epk_id"":null,""user_id"":null,""fio"":""Петров Денис Алексеевич"",""inn"":null,""payee_phone_number"":""+7 903 742-88-10"",""brand_name"":""Университет Синергия"",""legal_name_of_service_provider"":""ООО Университет Синергия"",""full_name_org"":""ООО Университет Синергия"",""recipient_bank_name"":""ВТБ"",""transaction_beneficiar_nick_name"":""Репетитор""}","{""card_type"":""DC"",""card_linked_account"":""40817810400077771091"",""momentum_flg"":""false"",""virt_flg"":""false"",""payment_system"":""Sberbank""}","{""trusted_device"":true,""trusted_payee"":false,""device_age_days"":173}",543110598605,Университет Синергия,"{""merchant_group"":""education"",""atm_mcc"":""8299"",""atm_mcc_name"":""Educational Services""}","{""pos_type"":""ECOM"",""response_code"":""00""}","{""recipient_from_address_book"":""НЕТ"",""export_user_payee_days_since_first_hit"":""123""}","{""phone_brand"":""Samsung Galaxy S23"",""name_os"":""Android"",""app_version"":""16.13.0""}","{""phone_reciver_ScoreMTS_se_2024"":""0.514962""}",Black List,rule,deny,2026-02-23 14:56:48,allow,2026-02-23 15:01:48,359,Покупка/Оплата услуг,Карты,Карта,Образовательные услуги,True,False,False,Операция подтверждена клиентом,"['PURCHASE|--|OLD|0_1p|+|12_24h|SC|CARDS|main_reason', 'P2P|--|OLD|15_20p|-|24_48h|--|DBO|--']","['p2p_deposit_sbp|--|--|--|48_96h', 'atm_deposit_cash|--|--|--|12_24h']","{""demo_client_trace"":true,""day_n"":""2026-02-23"",""has_180d_history"":true}","{""visit_event_dt"":null,""visit_event_id"":null,""db_visit_dttm"":null}","{""hit_cnt_per_client_72h"":1,""operations_cnt_180d"":100,""days_with_hits_180d"":8}",47992396,20260223,20260223
